RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3972,15603971,Customer03971,789,France,Female,48,0,16879.37,1,1,1,126609.25,0
3973,15603972,Customer03972,552,Germany,Male,48,10,0.0,1,0,0,63289.38,0
3974,15603973,Customer03973,728,France,Female,39,1,0.0,1,1,1,31694.41,0
3975,15603974,Customer03974,772,France,Female,34,5,0.0,1,0,0,148623.58,0
3976,15603975,Customer03975,601,France,Female,54,4,110675.62,1,1,0,35543.13,0
3977,15603976,Customer03976,675,France,Female,46,2,0.0,1,1,0,58900.61,1
3978,15603977,Customer03977,705,France,Male,30,5,19332.66,2,1,1,99298.85,0
3979,15603978,Customer03978,689,France,Female,44,8,56081.43,1,1,1,1000.0,0
3980,15603979,Customer03979,658,Germany,Male,48,1,183766.58,1,1,0,65761.21,1
3981,15603980,Customer03980,585,France,Male,18,7,0.0,2,0,1,60875.14,0
3982,15603981,Customer03981,714,France,Female,29,9,69339.12,1,1,1,83115.78,0
3983,15603982,Customer03982,614,Germany,Female,43,3,126603.3,2,1,1,84957.84,0
3984,15603983,Customer03983,653,France,Female,19,7,0.0,3,1,0,71452.15,0
3985,15603984,Customer03984,667,France,Female,20,10,0.0,1,0,1,88693.54,0
3986,15603985,Customer03985,732,France,Female,36,10,0.0,1,1,1,182654.48,0
3987,15603986,Customer03986,835,France,Female,44,7,19621.37,2,1,1,220000.0,0
3988,15603987,Customer03987,579,France,Female,45,10,0.0,2,1,1,127604.59,1
3989,15603988,Customer03988,655,Spain,Male,56,8,92837.14,2,1,0,79997.51,1
3990,15603989,Customer03989,507,Spain,Male,40,5,41903.75,2,1,0,46749.08,0
3991,15603990,Customer03990,792,Spain,Male,35,1,102370.4,1,1,1,56219.24,0
3992,15603991,Customer03991,654,France,Female,25,9,103323.15,2,0,1,85018.03,0
3993,15603992,Customer03992,621,France,Male,35,3,118781.7,1,1,0,163732.35,0
3994,15603993,Customer03993,655,France,Female,46,8,18301.5,1,0,0,39491.5,0
3995,15603994,Customer03994,660,France,Female,47,7,107971.65,3,1,0,119172.28,0
3996,15603995,Customer03995,580,France,Male,42,3,16761.33,2,1,1,68486.36,0
3997,15603996,Customer03996,764,France,Female,45,8,120103.08,1,0,1,153763.51,0
3998,15603997,Customer03997,712,France,Female,52,7,0.0,1,0,1,76841.73,0
3999,15603998,Customer03998,725,France,Male,40,8,0.0,1,1,1,54794.28,0
4000,15603999,Customer03999,585,France,Male,53,10,0.0,2,1,1,58603.55,1
4001,15604000,Customer04000,580,Germany,Male,31,3,111139.63,2,1,1,198216.18,0
4002,15604001,Customer04001,639,France,Female,38,8,0.0,2,1,0,95560.3,1
4003,15604002,Customer04002,727,Spain,Female,34,0,0.0,2,0,1,160996.82,0
4004,15604003,Customer04003,698,France,Male,47,7,104941.36,2,0,1,118228.54,0
4005,15604004,Customer04004,575,Germany,Female,28,1,157079.54,1,1,1,133054.49,0
4006,15604005,Customer04005,714,France,Female,36,2,0.0,1,1,0,76596.83,0
4007,15604006,Customer04006,557,France,Female,19,2,76941.45,1,0,0,91638.69,0
4008,15604007,Customer04007,586,France,Male,45,9,103209.54,1,0,1,37193.54,0
4009,15604008,Customer04008,665,France,Male,52,4,37897.79,1,0,0,40200.22,1
4010,15604009,Customer04009,538,Germany,Female,49,4,0.0,2,0,1,84410.82,0
4011,15604010,Customer04010,558,France,Male,48,3,114021.08,1,1,0,78448.35,0
4012,15604011,Customer04011,799,France,Female,48,6,0.0,1,1,0,89609.02,0
4013,15604012,Customer04012,781,Spain,Male,46,10,82978.55,2,1,0,142283.61,0
4014,15604013,Customer04013,850,France,Female,45,7,15097.5,2,1,1,204552.01,0
4015,15604014,Customer04014,693,Germany,Female,46,1,0.0,1,1,0,40912.36,0
4016,15604015,Customer04015,712,Germany,Female,32,5,0.0,1,1,0,119641.08,0
4017,15604016,Customer04016,635,France,Male,37,1,54648.32,2,1,1,63922.18,0
4018,15604017,Customer04017,616,France,Male,40,1,42432.95,1,0,0,2503.77,0
4019,15604018,Customer04018,734,France,Male,35,2,74308.63,1,0,0,220000.0,0
4020,15604019,Customer04019,781,Germany,Female,23,7,22166.78,2,1,0,93591.15,0
4021,15604020,Customer04020,726,France,Female,26,9,0.0,1,1,0,75894.55,0
4022,15604021,Customer04021,569,France,Female,41,2,0.0,2,0,0,148963.77,0
4023,15604022,Customer04022,688,France,Female,49,10,18210.19,1,0,0,220000.0,0
4024,15604023,Customer04023,576,Spain,Female,39,2,0.0,2,0,0,115334.61,0
4025,15604024,Customer04024,619,Spain,Male,68,3,134742.89,2,0,0,220000.0,1
4026,15604025,Customer04025,807,Spain,Male,29,1,122271.21,1,1,1,96932.29,0
4027,15604026,Customer04026,535,Germany,Male,44,0,0.0,1,0,1,156524.01,0
4028,15604027,Customer04027,850,Germany,Male,53,6,0.0,1,1,1,51514.86,0
4029,15604028,Customer04028,703,France,Female,50,4,12463.19,2,1,0,52219.94,0
4030,15604029,Customer04029,605,Spain,Male,46,1,56958.0,1,1,1,115946.03,0
4031,15604030,Customer04030,657,Germany,Female,50,6,43122.65,2,0,1,174449.21,0
4032,15604031,Customer04031,584,France,Male,40,3,58789.36,3,1,1,69746.79,0
4033,15604032,Customer04032,597,Germany,Male,56,4,0.0,1,1,0,152193.15,1
4034,15604033,Customer04033,657,Germany,Female,52,9,51083.81,1,0,0,120472.47,0
4035,15604034,Customer04034,618,France,Female,30,4,54942.35,1,1,1,83053.06,0
4036,15604035,Customer04035,560,France,Male,42,4,0.0,1,0,0,140695.61,1
4037,15604036,Customer04036,629,France,Male,23,7,79825.89,2,0,0,53657.19,0
4038,15604037,Customer04037,524,Spain,Male,55,9,39309.14,1,1,1,158473.71,0
4039,15604038,Customer04038,528,France,Male,41,8,90919.79,2,1,1,86267.2,0
4040,15604039,Customer04039,527,Spain,Male,53,5,137545.04,1,1,1,141384.68,0
4041,15604040,Customer04040,810,France,Female,38,3,141466.82,1,0,1,111896.34,0
4042,15604041,Customer04041,689,Spain,Male,20,1,0.0,1,0,1,105094.62,0
4043,15604042,Customer04042,707,France,Male,67,1,0.0,2,1,1,1000.0,0
4044,15604043,Customer04043,651,Spain,Female,40,8,137943.22,2,1,0,67331.47,1
4045,15604044,Customer04044,699,France,Female,28,8,0.0,1,1,1,42745.92,0
4046,15604045,Customer04045,763,France,Male,51,3,0.0,2,1,1,131699.87,0
4047,15604046,Customer04046,689,France,Male,60,10,30746.1,1,1,1,86694.94,0
4048,15604047,Customer04047,807,France,Female,37,10,0.0,1,0,1,3845.47,0
4049,15604048,Customer04048,646,France,Male,38,6,0.0,1,1,1,132504.25,0
4050,15604049,Customer04049,707,Germany,Male,41,2,123425.56,1,0,1,90466.6,0
4051,15604050,Customer04050,718,Spain,Male,27,5,18391.6,2,1,1,96591.52,0
4052,15604051,Customer04051,561,Germany,Female,32,9,134003.01,1,1,1,126460.78,0
4053,15604052,Customer04052,654,Germany,Female,58,5,93678.21,2,1,0,114536.76,1
4054,15604053,Customer04053,473,France,Female,38,5,0.0,3,1,0,215763.26,1
4055,15604054,Customer04054,638,Spain,Male,30,5,0.0,1,1,1,152368.07,0
4056,15604055,Customer04055,623,Spain,Male,34,9,106669.36,2,0,1,104037.45,0
4057,15604056,Customer04056,617,France,Female,50,4,78452.86,3,1,1,118975.84,0
4058,15604057,Customer04057,611,Spain,Male,18,2,99496.34,1,0,1,87567.36,0
4059,15604058,Customer04058,699,France,Female,42,5,39580.2,1,1,1,72047.76,0
4060,15604059,Customer04059,565,Spain,Male,65,6,110395.62,1,1,1,150760.52,0
4061,15604060,Customer04060,829,Spain,Female,60,10,0.0,1,1,0,192885.26,0
4062,15604061,Customer04061,704,Germany,Male,45,1,0.0,2,0,0,90494.26,0
4063,15604062,Customer04062,573,France,Male,53,10,0.0,1,1,0,131360.39,0
4064,15604063,Customer04063,712,Germany,Male,53,8,243272.96,1,1,0,47804.21,0
4065,15604064,Customer04064,746,France,Female,38,7,17028.81,2,1,0,137240.18,0
4066,15604065,Customer04065,685,Spain,Female,49,2,154815.93,1,0,1,46778.44,0
4067,15604066,Customer04066,553,France,Female,58,2,127301.32,2,0,1,111806.4,0
4068,15604067,Customer04067,850,Germany,Male,26,4,19606.96,2,0,0,125633.46,0
4069,15604068,Customer04068,711,Spain,Female,45,2,113167.23,2,1,0,175956.33,0
4070,15604069,Customer04069,530,France,Male,43,7,45259.8,1,0,0,1000.0,0
4071,15604070,Customer04070,670,France,Male,40,8,93040.67,2,1,1,192349.19,0
4072,15604071,Customer04071,629,Germany,Female,39,5,0.0,3,1,0,169917.87,1
4073,15604072,Customer04072,651,France,Female,41,7,54342.79,3,1,0,130573.82,0
4074,15604073,Customer04073,535,France,Female,42,8,49189.34,3,1,1,82411.41,0
4075,15604074,Customer04074,655,France,Male,51,10,97134.09,2,0,1,161524.42,0
4076,15604075,Customer04075,570,France,Male,44,7,19963.02,2,1,0,208689.7,0
4077,15604076,Customer04076,616,Germany,Female,37,2,0.0,1,1,0,84808.29,0
4078,15604077,Customer04077,687,Germany,Male,30,1,0.0,1,1,0,183904.02,0
4079,15604078,Customer04078,604,France,Female,34,10,0.0,2,1,0,157083.98,0
4080,15604079,Customer04079,622,France,Female,42,8,0.0,1,0,0,172108.17,0
4081,15604080,Customer04080,729,France,Male,32,9,0.0,2,1,1,145332.52,0
4082,15604081,Customer04081,565,France,Male,49,4,0.0,2,0,1,101456.84,0
4083,15604082,Customer04082,588,Germany,Female,44,1,132400.77,2,1,0,32462.19,0
4084,15604083,Customer04083,530,France,Male,51,6,0.0,1,1,1,72635.29,0
4085,15604084,Customer04084,571,Germany,Male,32,7,0.0,2,0,0,139821.13,0
4086,15604085,Customer04085,662,Spain,Male,30,2,116278.36,1,0,1,89041.24,0
4087,15604086,Customer04086,711,Germany,Male,51,5,199101.08,2,0,1,1000.0,0
4088,15604087,Customer04087,573,Germany,Female,40,4,0.0,1,1,1,66390.2,0
4089,15604088,Customer04088,709,France,Female,37,2,37863.75,2,1,0,36589.59,0
4090,15604089,Customer04089,660,France,Male,46,8,0.0,2,1,0,115199.41,0
4091,15604090,Customer04090,517,France,Male,46,5,134809.72,3,1,1,150059.7,1
4092,15604091,Customer04091,667,Spain,Female,26,10,70044.43,1,1,1,113072.76,1
4093,15604092,Customer04092,765,Spain,Female,54,0,51317.5,2,0,1,15140.76,0
4094,15604093,Customer04093,468,France,Female,35,10,90099.92,1,0,0,78530.12,1
4095,15604094,Customer04094,842,France,Male,57,7,0.0,1,1,1,40440.96,0
4096,15604095,Customer04095,591,France,Female,25,7,51098.8,1,1,1,92587.31,0
4097,15604096,Customer04096,492,Germany,Female,42,3,93035.27,2,1,1,144546.35,0
4098,15604097,Customer04097,663,Germany,Female,37,0,38175.17,3,1,1,106415.18,1
4099,15604098,Customer04098,730,Germany,Male,18,2,46922.9,2,1,1,102742.21,0
4100,15604099,Customer04099,623,Spain,Male,46,4,66295.75,1,1,0,191668.48,0
4101,15604100,Customer04100,680,France,Female,19,3,0.0,1,1,0,49536.2,0
4102,15604101,Customer04101,850,Germany,Female,36,2,0.0,1,1,1,165346.84,0
4103,15604102,Customer04102,670,Germany,Female,51,0,112160.13,1,1,1,83899.42,0
4104,15604103,Customer04103,850,France,Male,33,7,0.0,2,1,1,220000.0,0
4105,15604104,Customer04104,771,Spain,Male,30,7,163292.98,1,0,1,117106.6,0
4106,15604105,Customer04105,655,France,Male,47,1,79665.25,2,0,1,1000.0,0
4107,15604106,Customer04106,678,Germany,Male,36,8,55437.02,1,1,1,79243.21,0
4108,15604107,Customer04107,619,Germany,Female,35,10,19980.48,1,1,1,27790.73,0
4109,15604108,Customer04108,674,Spain,Female,52,10,199328.36,1,1,1,220000.0,0
4110,15604109,Customer04109,704,Germany,Female,27,2,222311.52,1,1,1,59809.21,0
4111,15604110,Customer04110,611,France,Female,34,4,191703.2,2,1,0,172656.42,0
4112,15604111,Customer04111,518,Spain,Female,48,0,83527.77,2,0,0,155488.12,0
4113,15604112,Customer04112,777,Spain,Male,26,0,97334.53,2,0,1,33676.38,0
4114,15604113,Customer04113,743,Germany,Female,58,9,0.0,1,1,1,13110.01,0
4115,15604114,Customer04114,514,Spain,Male,37,10,61073.45,1,1,1,157357.09,0
4116,15604115,Customer04115,666,France,Female,48,2,109560.76,1,1,1,80857.69,0
4117,15604116,Customer04116,749,Germany,Female,48,5,90087.59,2,1,0,101114.29,0
4118,15604117,Customer04117,739,Spain,Male,37,0,194963.6,2,0,1,109770.16,0
4119,15604118,Customer04118,583,France,Female,34,8,0.0,3,0,0,1000.0,1
4120,15604119,Customer04119,744,France,Female,39,6,67445.76,1,0,1,96008.44,0
4121,15604120,Customer04120,651,Spain,Female,46,3,170553.14,2,1,1,166019.56,0
4122,15604121,Customer04121,687,Spain,Male,29,10,75761.75,2,1,0,1000.0,0
4123,15604122,Customer04122,562,Spain,Female,26,1,42161.78,1,1,0,147011.81,0
4124,15604123,Customer04123,350,France,Male,55,2,0.0,1,1,0,87527.15,1
4125,15604124,Customer04124,575,Spain,Male,31,8,85139.5,1,1,1,34615.48,0
4126,15604125,Customer04125,702,France,Male,43,4,27326.89,1,0,0,119920.74,0
4127,15604126,Customer04126,630,Germany,Female,37,7,43907.64,1,0,1,99009.81,0
4128,15604127,Customer04127,712,France,Male,37,2,0.0,2,1,0,178371.22,0
4129,15604128,Customer04128,756,Spain,Female,54,7,25006.08,1,0,1,67897.04,1
4130,15604129,Customer04129,618,Spain,Male,38,6,90541.91,2,1,0,174138.58,0
4131,15604130,Customer04130,609,Germany,Male,35,0,0.0,2,1,0,97876.88,1
4132,15604131,Customer04131,440,Germany,Female,36,3,132669.99,1,1,1,124876.81,0
4133,15604132,Customer04132,501,France,Female,34,3,102650.07,2,1,1,79767.69,0
4134,15604133,Customer04133,521,Germany,Male,32,6,0.0,1,0,0,44741.73,0
4135,15604134,Customer04134,703,Germany,Male,34,4,22617.84,1,1,1,154300.45,1
4136,15604135,Customer04135,619,France,Male,56,5,63758.55,2,0,1,97348.76,0
4137,15604136,Customer04136,599,Germany,Male,46,1,135695.65,1,1,0,81061.94,1
4138,15604137,Customer04137,588,Spain,Male,35,10,0.0,1,0,0,157219.03,0
4139,15604138,Customer04138,575,Germany,Male,49,8,375.14,1,1,0,186141.48,1
4140,15604139,Customer04139,739,Spain,Male,22,7,165793.87,2,1,0,69441.07,0
4141,15604140,Customer04140,659,France,Female,53,3,0.0,2,1,0,194445.43,1
4142,15604141,Customer04141,745,Germany,Male,53,7,6072.03,2,1,0,55048.9,1
4143,15604142,Customer04142,439,France,Male,62,2,90094.79,2,0,0,112205.95,0
4144,15604143,Customer04143,701,France,Female,50,5,72895.37,2,0,1,149544.76,0
4145,15604144,Customer04144,604,France,Female,44,2,44992.17,2,0,1,1000.0,0
4146,15604145,Customer04145,623,France,Female,53,3,76022.81,1,1,0,43819.46,0
4147,15604146,Customer04146,780,France,Female,32,7,18591.69,2,1,0,75302.79,0
4148,15604147,Customer04147,613,Germany,Male,35,3,0.0,1,1,1,115310.52,0
4149,15604148,Customer04148,697,France,Female,38,8,73759.97,1,1,1,99994.04,0
4150,15604149,Customer04149,552,France,Male,53,5,0.0,2,1,0,1000.0,0
4151,15604150,Customer04150,653,France,Female,30,10,135214.06,1,1,1,77298.08,0
4152,15604151,Customer04151,497,Germany,Male,29,2,0.0,1,0,0,9708.38,0
4153,15604152,Customer04152,644,France,Male,41,10,0.0,2,1,0,64136.82,0
4154,15604153,Customer04153,687,France,Male,47,1,0.0,1,1,1,79720.88,0
4155,15604154,Customer04154,756,Germany,Male,32,6,111297.31,2,1,0,111762.05,0
4156,15604155,Customer04155,571,France,Female,46,4,0.0,3,1,0,73602.95,0
4157,15604156,Customer04156,599,Spain,Male,53,8,0.0,1,1,1,101185.82,0
4158,15604157,Customer04157,588,France,Male,52,1,38447.79,2,1,1,68182.24,0
4159,15604158,Customer04158,626,France,Female,43,2,62598.28,2,1,1,118449.11,0
4160,15604159,Customer04159,557,France,Male,38,2,67101.91,2,0,0,24285.24,0
4161,15604160,Customer04160,443,Germany,Female,57,10,146767.96,1,0,1,95363.51,0
4162,15604161,Customer04161,550,France,Male,39,5,199646.19,2,0,0,33540.78,0
4163,15604162,Customer04162,645,Spain,Female,49,1,114120.92,2,1,0,76143.83,0
4164,15604163,Customer04163,636,France,Male,60,8,42867.72,3,0,0,111149.56,0
4165,15604164,Customer04164,703,Germany,Female,48,3,151293.63,2,0,0,47530.41,0
4166,15604165,Customer04165,731,France,Female,29,2,39446.69,1,1,0,91740.16,0
4167,15604166,Customer04166,607,France,Male,26,5,0.0,2,1,0,78644.41,0
4168,15604167,Customer04167,498,France,Male,36,8,0.0,1,1,0,217248.4,0
4169,15604168,Customer04168,689,Germany,Female,46,9,0.0,2,0,0,119236.29,1
4170,15604169,Customer04169,649,France,Male,44,0,52202.57,1,1,1,127669.51,0
4171,15604170,Customer04170,625,Spain,Male,62,9,64946.41,1,0,1,48572.26,0
4172,15604171,Customer04171,767,Germany,Male,44,10,0.0,2,1,1,1000.0,0
4173,15604172,Customer04172,693,Spain,Female,36,3,0.0,1,1,0,63804.1,0
4174,15604173,Customer04173,662,France,Male,27,5,0.0,2,1,0,5235.12,0
4175,15604174,Customer04174,666,Spain,Male,51,4,68125.81,1,1,1,111299.7,0
4176,15604175,Customer04175,732,Germany,Female,39,5,23083.89,2,0,1,114280.03,0
4177,15604176,Customer04176,584,Germany,Female,23,7,0.0,2,1,1,110347.05,0
4178,15604177,Customer04177,565,Spain,Male,39,7,0.0,1,1,0,94181.81,0
4179,15604178,Customer04178,628,Germany,Female,29,5,175496.81,2,1,0,47329.87,0
4180,15604179,Customer04179,537,Spain,Female,35,5,0.0,1,0,0,56341.42,0
4181,15604180,Customer04180,646,Germany,Female,39,5,208950.71,2,0,0,122154.12,1
4182,15604181,Customer04181,659,France,Male,29,4,76156.24,3,0,1,212821.51,0
4183,15604182,Customer04182,643,Germany,Male,34,1,0.0,2,1,1,112396.3,0
4184,15604183,Customer04183,615,France,Male,31,4,0.0,3,1,0,119465.02,0
4185,15604184,Customer04184,809,Spain,Male,31,7,0.0,2,1,1,207712.03,0
4186,15604185,Customer04185,740,Spain,Female,28,10,0.0,3,1,0,97491.42,0
4187,15604186,Customer04186,641,France,Female,34,8,0.0,2,0,1,44520.69,0
4188,15604187,Customer04187,659,France,Female,30,9,0.0,2,1,1,120210.71,0
4189,15604188,Customer04188,782,France,Female,45,8,0.0,3,1,1,193806.86,0
4190,15604189,Customer04189,594,France,Female,41,5,114238.94,1,0,0,150340.27,0
4191,15604190,Customer04190,557,France,Male,52,7,0.0,1,0,0,111203.63,0
4192,15604191,Customer04191,672,Germany,Female,59,9,60203.91,2,1,0,1000.0,0
4193,15604192,Customer04192,690,Germany,Female,46,2,131298.8,2,1,1,10951.38,1
4194,15604193,Customer04193,697,Spain,Female,44,1,0.0,1,0,0,119116.12,0
4195,15604194,Customer04194,729,France,Female,47,2,101663.03,1,1,1,79698.4,0
4196,15604195,Customer04195,580,Germany,Female,44,5,151256.92,2,1,1,94459.18,1
4197,15604196,Customer04196,515,France,Female,40,8,175784.66,1,1,1,155990.22,0
4198,15604197,Customer04197,594,Spain,Female,39,4,0.0,2,1,0,27661.2,0
4199,15604198,Customer04198,706,France,Male,28,10,105958.57,1,1,0,64048.85,0
4200,15604199,Customer04199,561,France,Male,48,3,0.0,1,1,0,169024.2,0
4201,15604200,Customer04200,464,France,Male,39,5,66906.14,2,1,0,27933.31,0
4202,15604201,Customer04201,664,Spain,Male,54,10,0.0,1,0,1,166768.95,0
4203,15604202,Customer04202,596,France,Male,49,1,43019.2,2,1,0,120281.57,1
4204,15604203,Customer04203,484,Germany,Male,32,9,49789.8,2,1,1,92750.96,0
4205,15604204,Customer04204,657,Germany,Male,52,1,164675.74,2,0,0,108435.23,1
4206,15604205,Customer04205,613,Spain,Male,18,9,4371.18,2,0,0,121198.39,0
4207,15604206,Customer04206,811,France,Female,59,3,0.0,1,1,1,137773.28,1
4208,15604207,Customer04207,659,France,Female,25,6,0.0,1,1,0,1000.0,0
4209,15604208,Customer04208,706,France,Female,44,7,0.0,2,1,1,172825.76,0
4210,15604209,Customer04209,648,France,Female,43,4,67346.26,2,0,1,114087.82,0
4211,15604210,Customer04210,593,Germany,Male,51,6,0.0,1,0,0,166223.5,0
4212,15604211,Customer04211,603,France,Female,36,8,0.0,3,1,1,125719.39,0
4213,15604212,Customer04212,754,France,Male,18,9,49262.81,1,0,0,220000.0,0
4214,15604213,Customer04213,722,France,Male,36,1,0.0,1,1,0,58997.96,1
4215,15604214,Customer04214,507,Germany,Male,37,5,0.0,1,1,0,192973.22,0
4216,15604215,Customer04215,530,France,Female,18,9,4410.65,2,1,1,50438.09,0
4217,15604216,Customer04216,535,Germany,Female,39,6,121165.88,1,1,0,131342.25,0
4218,15604217,Customer04217,752,France,Female,28,0,13724.66,2,0,0,161056.31,0
4219,15604218,Customer04218,484,Spain,Male,46,1,0.0,1,0,1,101063.4,0
4220,15604219,Customer04219,726,Germany,Male,36,9,0.0,1,1,1,1000.0,0
4221,15604220,Customer04220,688,France,Male,60,4,0.0,1,1,0,107702.65,0
4222,15604221,Customer04221,664,France,Male,36,7,0.0,2,0,1,72914.85,0
4223,15604222,Customer04222,605,France,Male,44,9,81986.36,1,1,1,151903.66,0
4224,15604223,Customer04223,764,France,Male,37,0,135454.49,3,0,1,48880.84,0
4225,15604224,Customer04224,661,France,Female,22,5,25092.15,1,1,1,68639.94,0
4226,15604225,Customer04225,511,Spain,Female,37,1,74446.83,3,1,1,61290.47,1
4227,15604226,Customer04226,534,Germany,Female,47,9,0.0,1,1,0,82034.29,0
4228,15604227,Customer04227,492,France,Male,45,4,57461.3,2,1,1,104901.6,0
4229,15604228,Customer04228,765,Germany,Male,36,9,0.0,1,0,0,132873.12,0
4230,15604229,Customer04229,787,France,Male,24,3,0.0,1,0,0,128380.59,0
4231,15604230,Customer04230,754,Spain,Male,46,1,40044.43,2,1,1,26482.05,1
4232,15604231,Customer04231,636,France,Male,43,9,154165.37,1,1,1,50208.52,0
4233,15604232,Customer04232,513,Germany,Female,48,6,0.0,2,0,1,66272.19,1
4234,15604233,Customer04233,549,Spain,Female,36,2,0.0,2,1,0,79881.47,0
4235,15604234,Customer04234,555,France,Male,21,7,23139.08,2,1,1,50193.05,0
4236,15604235,Customer04235,646,France,Male,45,4,62390.22,1,1,0,56881.15,0
4237,15604236,Customer04236,783,France,Male,39,0,103743.65,3,1,0,174583.94,0
4238,15604237,Customer04237,783,Spain,Female,54,2,0.0,2,1,0,117720.51,0
4239,15604238,Customer04238,603,Germany,Male,39,8,0.0,2,1,0,36442.43,0
4240,15604239,Customer04239,435,Germany,Male,39,1,40196.37,1,0,1,122989.24,1
4241,15604240,Customer04240,538,Spain,Male,43,3,0.0,1,1,1,76310.91,1
4242,15604241,Customer04241,764,Spain,Female,33,2,12650.43,2,1,1,206213.99,0
4243,15604242,Customer04242,672,France,Male,32,8,84512.68,2,1,1,63742.46,0
4244,15604243,Customer04243,616,Germany,Male,38,9,45687.44,1,1,1,71569.21,0
4245,15604244,Customer04244,609,Germany,Male,29,8,0.0,1,1,1,82968.3,0
4246,15604245,Customer04245,578,France,Male,37,7,0.0,1,1,1,36471.4,0
4247,15604246,Customer04246,534,Spain,Male,59,0,0.0,2,1,1,126639.94,0
4248,15604247,Customer04247,849,France,Male,50,10,0.0,1,1,1,102673.51,0
4249,15604248,Customer04248,815,France,Male,42,1,0.0,1,1,1,119536.08,0
4250,15604249,Customer04249,571,Spain,Female,55,4,0.0,1,1,0,101630.63,0
4251,15604250,Customer04250,482,France,Female,30,9,0.0,1,0,0,110580.52,0
4252,15604251,Customer04251,666,France,Female,65,2,6408.71,1,1,0,193278.4,0
4253,15604252,Customer04252,636,France,Male,34,2,0.0,1,0,0,131608.99,0
4254,15604253,Customer04253,710,Germany,Female,60,0,112726.55,2,0,0,1000.0,0
4255,15604254,Customer04254,732,Spain,Female,60,3,0.0,3,1,1,117952.73,0
4256,15604255,Customer04255,538,France,Male,21,5,208746.82,1,1,1,167066.31,0
4257,15604256,Customer04256,773,France,Male,54,5,0.0,2,1,1,1000.0,0
4258,15604257,Customer04257,616,France,Female,36,0,0.0,2,1,1,33120.3,0
4259,15604258,Customer04258,708,Spain,Female,33,2,62204.51,3,1,1,134554.03,0
4260,15604259,Customer04259,625,France,Male,45,0,110043.48,1,1,0,155827.29,0
4261,15604260,Customer04260,739,Spain,Female,28,2,124226.6,2,1,1,109938.2,0
4262,15604261,Customer04261,423,Spain,Male,44,6,0.0,2,1,0,125131.13,0
4263,15604262,Customer04262,721,France,Female,29,0,0.0,3,1,1,178791.94,0
4264,15604263,Customer04263,570,Spain,Female,41,1,41263.29,1,0,0,70448.47,0
4265,15604264,Customer04264,657,Germany,Male,53,5,16921.39,1,1,1,45838.95,0
4266,15604265,Customer04265,769,Germany,Female,43,6,0.0,2,1,0,85518.43,0
4267,15604266,Customer04266,573,France,Male,35,9,21952.87,1,0,1,110068.24,0
4268,15604267,Customer04267,558,Spain,Female,45,6,191406.72,2,0,0,118098.99,1
4269,15604268,Customer04268,614,Spain,Female,24,10,28608.73,1,0,1,144403.89,0
4270,15604269,Customer04269,608,Spain,Female,30,7,52388.18,1,0,0,195769.04,1
4271,15604270,Customer04270,549,Spain,Male,34,6,64194.56,1,1,0,110622.35,0
4272,15604271,Customer04271,660,France,Female,47,4,0.0,2,1,0,28002.35,0
4273,15604272,Customer04272,665,Spain,Female,43,1,0.0,2,0,1,55632.01,0
4274,15604273,Customer04273,694,Spain,Female,45,7,132546.14,2,1,0,107908.83,0
4275,15604274,Customer04274,571,France,Male,39,10,0.0,2,1,1,183604.57,0
4276,15604275,Customer04275,559,France,Female,31,4,232219.1,2,0,1,137615.21,0
4277,15604276,Customer04276,639,France,Male,55,3,0.0,2,1,1,48831.41,0
4278,15604277,Customer04277,626,Spain,Male,32,1,12180.66,1,1,0,62573.17,0
4279,15604278,Customer04278,628,France,Male,43,6,102053.53,2,1,1,83168.1,0
4280,15604279,Customer04279,582,Germany,Male,38,3,0.0,3,1,0,104263.47,0
4281,15604280,Customer04280,682,France,Female,45,0,55318.79,3,1,1,84343.47,0
4282,15604281,Customer04281,560,France,Male,33,0,63268.84,1,1,0,49722.62,0
4283,15604282,Customer04282,638,Germany,Male,50,3,0.0,1,1,1,56738.49,0
4284,15604283,Customer04283,621,France,Female,53,5,36829.57,2,0,0,95749.94,0
4285,15604284,Customer04284,647,Spain,Male,49,5,0.0,2,1,1,112048.79,0
4286,15604285,Customer04285,764,France,Female,41,8,87361.51,1,1,0,44091.07,0
4287,15604286,Customer04286,524,Spain,Male,34,5,0.0,3,0,0,118478.65,0
4288,15604287,Customer04287,420,France,Male,69,8,0.0,1,1,0,204377.76,0
4289,15604288,Customer04288,593,Spain,Male,29,3,0.0,1,0,1,111886.68,0
4290,15604289,Customer04289,539,Germany,Female,48,2,61054.27,2,0,0,115699.19,0
4291,15604290,Customer04290,361,France,Male,42,5,0.0,2,1,1,21140.19,0
4292,15604291,Customer04291,818,France,Male,38,1,7997.57,2,1,0,142374.29,0
4293,15604292,Customer04292,704,France,Female,41,8,0.0,1,1,0,66691.15,1
4294,15604293,Customer04293,714,Germany,Male,34,2,0.0,1,0,1,161560.37,0
4295,15604294,Customer04294,623,Spain,Male,43,10,116251.48,3,0,0,203590.09,0
4296,15604295,Customer04295,690,France,Male,42,10,0.0,1,1,1,61068.99,0
4297,15604296,Customer04296,609,France,Male,67,5,37580.45,1,0,0,62831.2,0
4298,15604297,Customer04297,728,Germany,Female,50,3,117603.01,2,1,1,130650.87,0
